date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:43:34	466/466	---M--	200	added ('OK')	image/png	etag:%22CJjHlqWSqvYCEAE=%22	https://static.wixstatic.com/media/84770f_a90408b135ca4739b8bf8efa8063f59c~mv2.png/v1/fill/w_245,h_26,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Hard%20Gradient%20from%20bottom.png	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/84770f_a90408b135ca4739b8bf8efa8063f59c_mv2.png/v1/fill/w_245,h_26,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Hard%20Gradient%20from%20bottom.png	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:35	88014/88014	---M-Z	200	added ('OK')	text/css	etag:W/%22af0c1235a14ef36b7d06877db682d29e%22	https://static.parastorage.com/services/pro-gallery-santa-wrapper/1.2596.0/staticCss.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.parastorage.com/services/pro-gallery-santa-wrapper/1.2596.0/staticCss.min.css	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:35	52786/52786	---M--	200	added ('OK')	image/jpeg	etag:%22CO6G9Pf2yPYCEAE=%22	https://static.wixstatic.com/media/ea26fd_88b8ea2988834b0080027de82ce803d2~mv2.jpg/v1/fill/w_313,h_500,q_90/ea26fd_88b8ea2988834b0080027de82ce803d2~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_88b8ea2988834b0080027de82ce803d2_mv2.jpg/v1/fill/w_313,h_500,q_90/ea26fd_88b8ea2988834b0080027de82ce803d2_mv2.jpg	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:36	44077/44077	---M--	200	added ('OK')	image/jpeg	etag:%22CN3zmJGinfcCEAE=%22	https://static.wixstatic.com/media/ea26fd_b3ffea069f5647799ee574eb26d7a6c4~mv2.jpg/v1/fill/w_313,h_500,q_90/ea26fd_b3ffea069f5647799ee574eb26d7a6c4~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_b3ffea069f5647799ee574eb26d7a6c4_mv2.jpg/v1/fill/w_313,h_500,q_90/ea26fd_b3ffea069f5647799ee574eb26d7a6c4_mv2.jpg	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:37	29311/29311	---M--	200	added ('OK')	image/jpeg	etag:%22CPycqdGV3PYCEAE=%22	https://static.wixstatic.com/media/ea26fd_534fae8e504444af8ffd5625c866b9ea~mv2.jpg/v1/fill/w_313,h_500,q_90/ea26fd_534fae8e504444af8ffd5625c866b9ea~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_534fae8e504444af8ffd5625c866b9ea_mv2.jpg/v1/fill/w_313,h_500,q_90/ea26fd_534fae8e504444af8ffd5625c866b9ea_mv2.jpg	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:37	18722/18722	---M--	200	added ('OK')	image/jpeg	etag:%22CPmpn9GV3PYCEAE=%22	https://static.wixstatic.com/media/ea26fd_1c587bb30a974fc980594fd682e7ae19~mv2.jpg/v1/fill/w_313,h_500,q_90/ea26fd_1c587bb30a974fc980594fd682e7ae19~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_1c587bb30a974fc980594fd682e7ae19_mv2.jpg/v1/fill/w_313,h_500,q_90/ea26fd_1c587bb30a974fc980594fd682e7ae19_mv2.jpg	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:38	7472/7472	---M--	200	added ('OK')	image/png	etag:%22CNibpOnOsfYCEAE=%22	https://static.wixstatic.com/media/ea26fd_894d40d20a9e436888e8a06216c5a9ee~mv2.png/v1/fill/w_134,h_40,al_c,q_85,blur_3,enc_auto/ea26fd_894d40d20a9e436888e8a06216c5a9ee~mv2.png	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_894d40d20a9e436888e8a06216c5a9ee_mv2.png/v1/fill/w_134,h_40,al_c,q_85,blur_3,enc_auto/ea26fd_894d40d20a9e436888e8a06216c5a9ee_mv2.png	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:38	2762/2762	---M--	200	added ('OK')	image/jpeg	etag:%22CIv34ITIuvcCEAE=%22	https://static.wixstatic.com/media/ea26fd_1c587bb30a974fc980594fd682e7ae19~mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/ea26fd_1c587bb30a974fc980594fd682e7ae19~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_1c587bb30a974fc980594fd682e7ae19_mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2/ea26fd_1c587bb30a974fc980594fd682e7ae19_mv2.42.del	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:38	4054/4054	---M--	200	added ('OK')	image/jpeg	etag:%22COfC8a6wpPcCEAE=%22	https://static.wixstatic.com/media/ea26fd_6dbabca0ce2a42b6b8335d33e9c72cc0~mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/ea26fd_6dbabca0ce2a42b6b8335d33e9c72cc0~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_6dbabca0ce2a42b6b8335d33e9c72cc0_mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2/ea26fd_6dbabca0ce2a42b6b8335d33e9c72cc0_mv2.43.del	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:39	6594/6594	---M--	200	added ('OK')	image/png	etag:%22COuPgIyzwvYCEAE=%22	https://static.wixstatic.com/media/ea26fd_b300bf99797c4338b69510f390998bed~mv2.png/v1/fill/w_135,h_40,al_c,q_85,blur_3,enc_auto/ea26fd_b300bf99797c4338b69510f390998bed~mv2.png	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_b300bf99797c4338b69510f390998bed_mv2.png/v1/fill/w_135,h_40,al_c,q_85,blur_3,enc_auto/ea26fd_b300bf99797c4338b69510f390998bed_mv2.png	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:40	4354/4354	---M--	200	added ('OK')	image/jpeg	etag:%22COi/7q6wpPcCEAE=%22	https://static.wixstatic.com/media/ea26fd_5187959a183c47feaeec6aefb88574df~mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/ea26fd_5187959a183c47feaeec6aefb88574df~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_5187959a183c47feaeec6aefb88574df_mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2/ea26fd_5187959a183c47feaeec6aefb88574df_mv2.47.del	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:40	4278/4278	---M--	200	added ('OK')	image/jpeg	etag:%22CNCh5YTIuvcCEAE=%22	https://static.wixstatic.com/media/ea26fd_b3ffea069f5647799ee574eb26d7a6c4~mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/ea26fd_b3ffea069f5647799ee574eb26d7a6c4~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_b3ffea069f5647799ee574eb26d7a6c4_mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2/ea26fd_b3ffea069f5647799ee574eb26d7a6c4_mv2.48.del	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:40	5341/5341	---M--	200	added ('OK')	image/jpeg	etag:%22CN3X893GzvYCEAE=%22	https://static.wixstatic.com/media/ea26fd_a7e82bf9a2d64b4c985bc9280868f4b4~mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/ea26fd_a7e82bf9a2d64b4c985bc9280868f4b4~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_a7e82bf9a2d64b4c985bc9280868f4b4_mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2/ea26fd_a7e82bf9a2d64b4c985bc9280868f4b4_mv2.46.del	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:40	3139/3139	---M--	200	added ('OK')	image/jpeg	etag:%22CKmS7a6wpPcCEAE=%22	https://static.wixstatic.com/media/ea26fd_fdcef0bf47904834a14a16ab7d8624fb~mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/ea26fd_fdcef0bf47904834a14a16ab7d8624fb~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_fdcef0bf47904834a14a16ab7d8624fb_mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2/ea26fd_fdcef0bf47904834a14a16ab7d8624fb_mv2.49.del	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:41	5270/5270	---M--	200	added ('OK')	image/jpeg	etag:%22CKyl4ITIuvcCEAE=%22	https://static.wixstatic.com/media/ea26fd_88b8ea2988834b0080027de82ce803d2~mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/ea26fd_88b8ea2988834b0080027de82ce803d2~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_88b8ea2988834b0080027de82ce803d2_mv2.jpg/v1/fill/w_245,h_138,al_c,q_80,usm_0.66_1.00_0.01,blur_2/ea26fd_88b8ea2988834b0080027de82ce803d2_mv2.4a.del	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:41	12192/12192	---M--	200	added ('OK')	image/jpeg	etag:%22COXAkoqe3PYCEAE=%22	https://static.wixstatic.com/media/ea26fd_3e026c083e004c869b8e0fce64f4c9ec~mv2.jpg/v1/fill/w_245,h_245,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/ea26fd_3e026c083e004c869b8e0fce64f4c9ec~mv2.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_3e026c083e004c869b8e0fce64f4c9ec_mv2.jpg/v1/fill/w_245,h_245,al_c,q_80,usm_0.66_1.00_0.01,blur_2/ea26fd_3e026c083e004c869b8e0fce64f4c9ec_mv2.4b.del	(from https://royborkin.editorx.io/osthesis---royborkin/games)
20:43:41	44617/44617	---M--	200	added ('OK')	image/svg+xml	etag:%22f4c750b6a2bbfd81e955d9821a8db4fa%22	https://static.parastorage.com/services/pro-gallery-santa-wrapper/1.2596.0/media/emptystate.f4c750b6.svg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.parastorage.com/services/pro-gallery-santa-wrapper/1.2596.0/media/emptystate.f4c750b6.svg	(from https://static.parastorage.com/services/pro-gallery-santa-wrapper/1.2596.0/staticCss.min.css)
